"ProbeFileID","TaskID","ProbeFileName","ProbeMaskFileName","DonorFileID","DonorFileName","DonorMaskFileName","IsTarget","ProbePostProcessed","DonorPostProcessed","ManipulationQuality","IsManipulationTypeRemoval","IsManipulationTypeSplice","IsManipulationTypeCopyClone","Collection","BaseFileName","Lighting","IsControl","CorrespondingControlFileName","SemanticConsistency","ProbeWidth","ProbeHeight","ConfidenceScore","ProbeOutputMaskFileName","NMM","MCC","HAM","WL1","HL1","ColMaskFileName"
"NC2016_1225","Manipulation","probe/NC2016_1225.jpg","reference/manipulation/mask/NC2016_4919.png","","","","Y","rescale","","simple","Y","N","N","Nimble-SCI","world/NC2016_2090.jpg","","N","probe/NC2016_8551.jpg","",4032,3024,0.55713,"mask/NC2016_1225.png",-1,-0.21389,0.24746,0.54569,0.52077,"maskoutputs/NC2016_1225_colored.jpg"
"NC2016_1255","Manipulation","probe/NC2016_1255.jpg","reference/manipulation/mask/NC2016_1051.png","","","","Y","rescale","","simple","N","N","Y","Nimble-WEB","world/NC2016_5442.jpg","","N","","consistent",3504,2336,0.629172,"mask/NC2016_1255.png",-1,-0.05654,0.00926,0.63488,0.63395,"maskoutputs/NC2016_1255_colored.jpg"
"NC2016_1264","Manipulation","probe/NC2016_1264.jpg","reference/manipulation/mask/NC2016_2929.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_5008.jpg","different","N","probe/NC2016_6896.jpg","",3888,2592,0.5,"mask/NC2016_1264.png",-1,0.00171,0.96197,0.96291,0.95911,"maskoutputs/NC2016_1264_colored.jpg"
"NC2016_1289","Manipulation","probe/NC2016_1289.jpg","reference/manipulation/mask/NC2016_0442.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_6721.jpg","different","N","probe/NC2016_9042.jpg","",2448,3264,0.993105,"mask/NC2016_1289.png",-1,-0.12692,0.02627,0.43076,0.42808,"maskoutputs/NC2016_1289_colored.jpg"
"NC2016_1293","Manipulation","probe/NC2016_1293.jpg","reference/manipulation/mask/NC2016_5812.png","","","","Y","none","","simple","Y","N","N","Nimble-WEB","world/NC2016_8768.jpg","","N","","consistent",4080,2720,0.5,"mask/NC2016_1293.png",0.48138,-0.00603,0.34554,0.34149,0.27512,"maskoutputs/NC2016_1293_colored.jpg"
"NC2016_1299","Manipulation","probe/NC2016_1299.jpg","reference/manipulation/mask/NC2016_1831.png","","","","Y","none","","complex","Y","N","N","Nimble-WEB","world/NC2016_6672.jpg","","N","","inconsistent",4928,3264,0.5,"mask/NC2016_1299.png",-1,0.00069,0.98959,0.99015,0.98911,"maskoutputs/NC2016_1299_colored.jpg"
"NC2016_1332","Manipulation","probe/NC2016_1332.jpg","reference/manipulation/mask/NC2016_0217.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_4761.jpg","","N","","inconsistent",2592,1944,0.996842,"mask/NC2016_1332.png",-1,-0.00758,0.00903,0.11588,0.11492,"maskoutputs/NC2016_1332_colored.jpg"
"NC2016_1379","Manipulation","probe/NC2016_1379.jpg","reference/manipulation/mask/NC2016_5047.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_0650.jpg","","N","","inconsistent",5616,3744,0.504104,"mask/NC2016_1379.png",-1,-0.60877,0.01435,0.96797,0.96653,"maskoutputs/NC2016_1379_colored.jpg"
"NC2016_1396","Manipulation","probe/NC2016_1396.jpg","reference/manipulation/mask/NC2016_8550.png","","","","Y","none","","complex","Y","N","N","Nimble-SCI","world/NC2016_6575.jpg","","N","probe/NC2016_0136.jpg","",5616,3744,0.5,"mask/NC2016_1396.png",-1,0.00205,0.89639,0.89719,0.8868,"maskoutputs/NC2016_1396_colored.jpg"
"NC2016_1433","Manipulation","probe/NC2016_1433.jpg","reference/manipulation/mask/NC2016_1599.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2311.jpg","","N","","consistent",3696,2448,0.866914,"mask/NC2016_1433.png",-1,0.03072,0.00121,0.47447,0.47422,"maskoutputs/NC2016_1433_colored.jpg"
